Designator,Footprint,Quantity,Value,LCSC Part #
J1,IDC-Header_2x25_P2.54mm_Vertical,1,SBH11-PBPC-D25-RA-BK,
"J10, J11, J12, J13, J14, J15, J16, J17, J2, J3, J4, J5, J6, J7, J8, J9",CONN_10056847-101LF_AMP,16,10056847-101LF,
"U1, U2",SSOP-28_5.3x10.2mm_P0.65mm,2,MCP23017T-E/SS,
"U20, U21, U22, U23, U24, U25, U26, U27, U28, U29, U30, U31, U32, U33, U34, U35",SOT65P210X110-5N,16,SN74CBTLV1G125DCKR,
U5,SOIC-24W_7.5x15.4mm_P1.27mm,1,CD74HC154M96,
